tokens,pos_tags
कहलन,VM
।,SYM
लाखन,NNP
क,PSP
कारबार,NN
एह,PRP
से,PSP
गाँव,NN
में,PSP
तूती,NN
बोले,VM
लागलि,VAUX
।,SYM
मदन,NNP
राधा,NNP
वाली,PSP
बात,NN
के,PSP
मन,NN
में,PSP
रखलन,VM
।,SYM
केहू,WQ
से,PSP
ना,NEG
बतवलन,VM
ना,NEG
ओके,DEM
सँगे,NN
के,PSP
अइलन,VM
बाकिर,CC
दुसमन,NN
जे,PRP
रहे,VM
ऊ,DEM
दाँव,NN
खोजे,VM
।,SYM
दुसरी,NST
बेर,NN
झरिया,NNP
से,PSP
जब,NST
गाँवे,NN
अइलन,VM
ओकरा,PRP
ले,PSP
पहिलहीं,NST
एगो,QC
गाँव,NN
क,PSP
आदिमी,NN
झरिया,NNP
कमात,VM
रहे,VAUX
ऊ,PRP
आके,VM
कुल्हि,QF
बाति,NN
कहि,VM
देले,VAUX
रहे,VAUX
।,SYM
बिरादरी,NN
क,PSP
कान,NN
खड़ा,VM
हो,VAUX
गइल,VAUX
काहें,WQ
से,PSP
कि,CC
एगो,QC
मोट,JJ
असामी,NN
भेंटाइल,VM
रहे,VAUX
।,SYM
कन्हई,NN
मास्टर,NN
मोंछि,NN
पर,PSP
हाथ,NN
फेरलन-,VM
अब,NST
बच्चू,NN
पकड़इलन,VM
।,SYM
लइकी,NN
सयान,VM
भइल,VAUX
रहे,VAUX
।,SYM
भाई,NN
मदन,NNP
के,PSP
समुझवलस,VM
‘भइया,NN
!,SYM
ई,PRP
का,PSP
कइलऽ,VM
हऽ,VAUX
बबुनी,NN
क,PSP
बिआह,NN
कइसे,WQ
होई,VM
?,SYM
बिरादरी,NN
कुजाति,NN
निकाले,VM
के,PSP
सोचति,VM
बा…,VAUX
।,SYM
’,SYM
आ,RP
मदन,NNP
साहु,NNP
का,PSP
आँखि,NN
का,PSP
सोझा,NN
फूल,NN
नीयर,PRP
बेटी,NN
माला,NN
क,PSP
लोर,NN
से,PSP
डूबल,VM
चेहरा,NN
नाचि,VM
गइल,VAUX
।,SYM
मदन,NNP
साहु,NNP
के,PSP
आपन,PRP
इज्जति,NN
घूरि,NN
में,PSP
मिलति,VM
लउके,VM
लागलि,VAUX
।,SYM
प्रेम,NN
के,PSP
भूत,NN
उतरि,VM
गइल,VAUX
।,SYM
समाज,NN
का,PSP
आगे,NST
घुटना,NN
टेके,VM
के,PSP
परल,VM
।,SYM
लोग,NN
उनके,PRP
समुझवलन-,VM
‘पंचों,NN
बिसवास,NN
करो,VM
हम,PRP
अइसन,PRP
काम,NN
नइखीं,VM
कइले…,VAUX
ई,DEM
झूठ,NN
ह…,VM
।,SYM
हमरा,PRP
माला,NN
के,PSP
बिआह,NN
होखे,VM
देईं,VAUX
जा,VAUX
।,SYM
’,SYM
बाकिर,RP
पंच,NN
ना,NEG
मानल,VM
निरनय,NN
भइल-,VM
‘अगर,CC
तूँ,PRP
नइखऽ,VM
कइले,VAUX
त,RP
सफाई,NN
खातिर,PSP
गाँव,NN
पर,PSP
आकें,VM
कारबार,NN
करऽ,VM
।,SYM
झरिया,NNP
छोड़,VM
दऽ,VAUX
अब,NST
।,SYM
मदन,NNP
कपार,NN
पीटि,VM
लिहलन,VAUX
।,SYM
’,SYM
मदन,NNP
साहु,NNP
बदलि,VM
गइलन,VAUX
।,SYM
राधा,NNP
के,PSP
ना,NEG
बुझा,VM
कि,CC
बाति-बाति,NN
पर,PSP
काहें,WQ
मदन,NNP
अब,NST
खिनुसात,VM
बाड़ें,VAUX
।,SYM
आजु,NST
त,RP
मारि,VM
दिहलन,VAUX
ह,VAUX
जवन,PRP
कबो,NST
ना,NEG
कइले,VM
रहलन,VAUX
ह,VAUX
।,SYM
राधा,NNP
का,PSP
ना,NEG
बरदास,NN
भइल,VM
ह,VAUX
ऊ,DEM
जबाब,NN
दिहली,VM
।,SYM
एह,PRP
पर,PSP
मदन,NNP
साहु,NNP
झरिया,NNP
छोड़ि,VM
के,PSP
जात,VM
बाड़न,VAUX
।,SYM
राधा,NNP
कहाँ,WQ
जासु,VM
।,SYM
बैंक,NN
क,PSP
कुल्हि,QF
रुपया,NN
बेपार,NN
में,PSP
लागि,VM
गइल,VAUX
।,SYM
आजु,NST
ले,PSP
बेसवा,NN
सबके,QF
ठगली,VM
सऽ,VAUX
आजु,NST
ऊहे,PRP
ठगा,VM
गइल…,VAUX
।,SYM
राधा,NNP
का,PSP
सोझा,NN
अम्मा,NN
क,PSP
मुसकियात,NN
चेहरा,NN
नाचि,VM
गइल,VAUX
।,SYM
राधा,NNP
मदन,NNP
साहु,NNP
क,PSP
गोड़,NN
छानि,VM
लिहली-,VAUX
”दया,NN
करीं…,VM
।,SYM
हम,PRP
जेवन,PRP
कहि,VM
देहलीं,VAUX
ओकरा,PRP
खातिर,PSP
माफी,VM
माँगत,VAUX
बानीं…,VAUX
।,SYM
हमरा,PRP
अब,NST
के,WQ
बा…,VM
।,SYM
खियाल,VM
करीं,VAUX
हम,PRP
रउरा,PRP
के,PSP
कइसे,WQ
अपनवलीं…,VM
रउरा,PRP
के,PSP
हम,PRP
जिअवलीं,VM
।,SYM
हमरा,PRP
के,PSP
मारीं,VM
मति,VAUX
।,SYM
“,SYM
मदन,NNP
क,PSP
करेजा,NN
मिमोरात,VM
रहे,VAUX
बाकिर,CC
पत्थर,NN
बनल,VM
रहलन,VAUX
।,SYM
आँखि,NN
का,PSP
सोझा,NN
पंचन,NN
क,PSP
आ,CC
माला,NN
क,PSP
मुँह,NN
पारी-पारीसे,PSP
घूमि,VM
जा,VAUX
।,SYM
जाके,VM
समान,NN
बान्हे,VM
लगलन,VAUX
।,SYM
सबेरे,NN
गाड़ी,NN
जाति,VM
रहे,VAUX
।,SYM
तय,VM
कइलन,VAUX
इहिजा,PRP
क,PSP
कुल्हि,QF
संपति,NN
छोड़ि,VM
दीहें,VAUX
।,SYM
लोटा,NN
कमरा,NN
के,PSP
बान्हि,VM
के,PSP
ध,VM
दिहलन,VAUX
।,SYM
राधा,NNP
कमरा,NN
में,PSP
जाके,VM
रोवति,VM
रहली,VAUX
।,SYM
सबेरे,NN
मदन,NNP
हाथ-मुँह,NN
धोके,VM
जाये,VAUX
के,PSP
तइयार,VM
होत,VAUX
रहलन,VAUX
तबले,NST
नोकर,NN
दउरल,VM
आइल,VAUX
आ,CC
कहलसि-,VM
बाबूजी,NN
मलकिन,NN
पागल,NN
हो,VM
गइल,VAUX
बाड़ी,VAUX
।,SYM
मदन,NNP
भीतर,NST
गइलन,VM
देखि,VM
के,PSP
जीव,NN
धक्क्,NN
से,PSP
हो,VM
गइल,VAUX
।,SYM
राधा,NNP
कुल्हि,QF
सिंगार,NN
ओइसने,PRP
कइले,VM
रहली,VAUX
जइसन,PRP
क,PSP
के,PSP
कोयलरी,NN
में,PSP
पहिली,NST
बेर,NN
नाचे,VM
आइल,VAUX
रहली,VAUX
।,SYM
मदन,NNP
के,PSP
देखते,VM
नाचि,VM
के,PSP
कढ़वली-,VM
/,SYM
बैल,NN
चढ़ल,VM
सिवशंकर,NNP
आवें,VM
गरुड़,NN
चढ़ल,VM
भगवान,NN
/,SYM
पिया,NN
संग,NN
जियरा,NN
हुलसल,VM
लागे,VM
पिया,NN
बिना,NN
जिया,NN
मसान,NN
/,SYM
बाजलि,VM
बैरनि,NN
हो,VM
बाँसुरिया,NN
।,SYM
राधा…,NNP
।,SYM
राधा…,NNP
मदन,NNP
क,PSP
मन,NN
क,PSP
बान्ह,VM
टूटि,VAUX
गइल,VAUX
।,SYM
हम,PRP
ना,NEG
जाइब,VM
राधा…,NNP
।,SYM
हम,PRP
ना,NEG
जाइब,VM
।,SYM
राधा,NNP
रुकि,VM
कइली,VAUX
आ,CC
धाँय,NN
से,PSP
गिरि,VM
पड़ली,VAUX
।,SYM
मदन,NNP
दउरि,VM
के,PSP
उठा,VM
लिहलन,VAUX
।,SYM
राधा…,NNP
।,SYM
राधा…,NNP
।,SYM
।,SYM
आँखि,NN
खोलऽ,VM
राधा,NNP
!,SYM
हम,PRP
तोहरा,PRP
बिना,NN
ना,NEG
जी,VM
सकीं,VAUX
।,SYM
सावन,NN
भादों,NN
नीयर,PRP
आँखि,NN
चूवे,VM
लगली,VAUX
स,VAUX
।,SYM
राधा,NNP
आँखि,NN
खोलली,VM
आ,CC
कहली-,VM
”खियाल,NN
करीं,VM
एक,QC
बेर,NN
आप,PRP
हमरा,PRP
खातिर,PSP
मरत,VM
रहलीं,VAUX
बाकिर,CC
हम,PRP
आप,PRP
के,PSP
जिया,NN
लिहलीं,VM
बाकिर,CC
आज,NST
आप,PRP
खातिर,PSP
हम,PRP
मरत,NN
बानीं,VM
हो,VM
सके,VAUX
त,RP
जिया,VM
लेईं,VAUX
।,SYM
“,SYM
राधा,NNP
क,PSP
मूँड़ी,NN
एक,QC
ओर,NN
लटकि,VM
गइलि,VAUX
।,SYM
माहुर,NN
क,PSP
करियई,JJ
ओंठ,NN
पर,PSP
हँसे,VM
लागलि,VAUX
।,SYM
मदन,NNP
चिचिआये,VM
लगलन-,VAUX
राधा…,NNP
।,SYM
राधा…,NNP
।,SYM
अवाजि,NNP
कमरा,NN
से,PSP
लवटि,VM
आइल,VAUX
।,SYM
के,WQ
जबाब,NN
दे,VM
?,SYM
((,NP
जबाब,NN
देवे,VM
वाली,VAUX
राधा,NNP
मदन,NNP
क,PSP
रास्ता,NN
दूर,NN
जाके,VM
खोजति,VM
रहे,VAUX
।,SYM
सिकुमार,NNP
बाबू,NN
आँखि,NN
पोंछलन,VM
।,SYM
फेनु,PRP
कहे,VM
लगलन,VAUX
।,SYM
ओहिजा,NST
क,PSP
लोग,NN
मदन,NNP
के,PSP
घरे,NN
पहुँचावल,VM
काहें,WQ
से,PSP
कि,CC
मदन,NNP
क,PSP
दिमाग,NN
ओही,DEM
दिन,NN
फेल,NN
हो,VM
गइल,VAUX
।,SYM
आजु,NST
देखते,VM
बानीं,VAUX
गाँव,NN
की,PSP
गली-गली,NN
में,PSP
घूमि,VM
के,PSP
राधा,NNP
के,PSP
गोहरावत,VM
बाड़न…,VAUX
।,SYM
घर,NN
क,PSP
भाई,NN
जेवन,PRP
इनहीं,PRP
की,PSP
कमाई,NN
पर,PSP
धनी,NN
भइलन,VM
स,VAUX
आजु,NST
बाति,NN
नइखन,VM
स,VAUX
पूछत,VM
।,SYM
पागल,NN
उठल,VM
।,SYM
भागि,VM
चलल…,VAUX
।,SYM
।,SYM
हा…,RP
।,SYM
।,SYM
हा…,RP
।,SYM
।,SYM
संसार,NN
में,PSP
सब,QF
धोखा-,NN
विसवासघात…,NN
।,SYM
बाबू,NN
दूधनाथ,NNP
क,PSP
जय…,RP
।,SYM
सिपाही,NN
भइया,NN
राजनरायन,NNP
माखन,NN
दऽ…,VM
।,SYM
राधा,NNP
कीहें,NN
जाइब,VM
लकड़ी,NN
बेचब…,VM
।,SYM
हा…,RP
।,SYM
हा…,RP
।,SYM
ही…,RP
।,SYM
।,SYM
ही…,RP
गावे,VM
लागल-,VAUX
‘बाजलि,VM
बैरनि,NN
रे,RP
बाँसुरिया,NN
टूटल,VM
सिवसंकर,NNP
क,PSP
ध्यान…,NN
।,SYM
सिंहवाहिनी,NNP
देवी,NN
के,PSP
सालाना,NN
सिंगार,NN
के,PSP
समय,NN
माई,NN
के,PSP
दरबार,NN
में,PSP
जब,NST
चम्पा,NNP
बाई,NN
अलाप,VM
लेके,VAUX
भैरवी,NN
सुरू,VM
कइलिन,VAUX
त,RP
उहाँ,NST
बइठल,VM
लोगन,NN
क,PSP
हाथ,NN
अनजाने,NN
में,PSP
करेजा,NN
पै,PSP
पहुँच,VM
गयल,VAUX
।,SYM
रात,NST
भर,QF
गाना,NN
सुनत-सुनत,VM
जे,PRP
झपकी,VM
लेवे,VAUX
सुरू,VAUX
कय,VAUX
देहले,VAUX
रहल,VAUX
ऊहो,PRP
अचकचाय,RB
के,PSP
उठ,VM
बइठल,VM
जइसे,PRP
केहू,WQ
ओनके,PRP
उप्पर,NST
लोटा,NN
क,PSP
पानी,NN
उड़ेल,VM
देहले,VAUX
होय,VAUX
।,SYM
चम्पा,NNP
बाई,NN
के,PSP
गला,NN
जइसन,PRP
सुरीला,NN
रहल,VM
बइसहीं,NST
ओनकर,PRP
रूपो,NN
अइसन,PRP
रहल,VM
कि,CC
देखवइयन,VM
के,PSP
झाँई,VM
आवे,VAUX
लगे,VAUX
।,SYM
औ,RP
भैरवी,NNP
के,PSP
ओन्हे,PRP
जइसे,PRP
सिद्धि,NN
मिलल,VM
रहल,VAUX
;,SYM
बनारस,NNP
में,PSP
ओह,DEM
समय,NN
ओनके,PRP
जोड़,NN
के,PSP
भैरवी,NNP
गावे,VM
वाला,PSP
केहू,WQ
दूसर,NST
नाही,VM
रहल,VAUX
।,SYM
चम्पा,NNP
बाई,NN
क,PSP
टीप,NN
ओह,DEM
भोरहरी,NN
के,PSP
बेरा,NN
गंगा,NNP
के,PSP
चीर,NN
के,PSP
ओह,DEM
पार,NN
रेती,NN
तक,PSP
पहुँचत,VM
रहल,VAUX
।,SYM
जइसहीं,PRP
चम्पा,NNP
बाई,NN
दोहराय,VM
के,PSP
गउलिन-,VM
‘लगत,VAUX
करेजवा,NN
में,PSP
चोट’,NN
सज्जै,NN
दरबार,NN
झूम,VM
उठल,VAUX
।,SYM
‘वाह,INJ
मालिक,NN
तनी,QF
बताय,VM
के’-,PSP
मंदिर,NN
के,PSP
ओर,NN
के,PSP
सीढ़ी,NN
से,PSP
ई,DEM
आवाज,NN
लगते,VM
दरबार,NN
के,PSP
एक,QC
कोने,NN
में,PSP
जइसे,PRP
हलचल,NN
मच,VM
गयल,VAUX
।,SYM
चम्बा,NNP
बाई,NN
चकपकाय,RB
के,PSP
ओहर,PRP
तकली,VM
त,RP
देखैं,VM
कि,CC
बचऊ,NN
महराज,NN
क,PSP
छः,QC
फुटी,NN
काया,NN
सीढ़ी,NN
पार,NN
कइके,VM
सामने,NST
आइ,VM
गइल,VAUX
हौ,VAUX
।,SYM
चम्बा,NNP
के,PSP
गइबै,VM
जइसे,PRP
भुलाय,VM
गयल,VAUX
।,SYM
बचऊ,NN
महराज,NN
आवाज,NN
देहलन-,VM
‘सुरू,VM
होवे,VAUX
दा,VAUX
चम्पा,NNP
काहें,WQ
चुपाय,VM
गइलू,VAUX
।,SYM
का,WQ
सच्चौ,NN
के,PSP
पीर,NN
उठ,VM
गयल,VAUX
?,SYM
’,SYM
बचऊ,NN
महराज,NN
के,PSP
एतना,QF
कहतै,VM
दरबार,NN
के,PSP
जउने,PRP
कोने,NN
में,PSP
हलचल,NN
मचल,VM
रहल,VAUX
ओहर,PRP
से,PSP
आठ,QC
दस,QC
जवान,NN
लाठी,NN
लेहले,VM
तनतनाय,RB
के,PSP
खड़ा,VM
हो,VAUX
गइलन,VAUX
।,SYM
ई,DEM
पट्ठा,NN
बल्ली,NNP
बाबू,NNP
के,PSP
रहलन,VM
जेकरे,PRP
नाम,NN
के,PSP
दबदबा,NN
ओह,DEM
समय,NN
बनारस,NNP
पै,VM
रहल,VAUX
।,SYM
हर,QF
समय,NN
दर,NN
बीस,QC
पट्ठ,NN
दुआरे,NN
पै,PSP
पड़ल,VM
भाँग-बूटी,NN
छानल,VM
करें,VAUX
और,CC
जरूरत,NN
पड़ले,VM
पै,PSP
सौ,QC
दू,QC
सौ,QC
के,PSP
एकट्ठा,NN
करे,VM
में,PSP
देर,NN
न,NEG
लगे,VM
।,SYM
बल्ली,NNP
बाबू,NN
के,PSP
पट्ठन,NN
के,PSP
लाठी,NN
खड़कतै,VM
लोगन,NN
के,PSP
देही,NN
के,PSP
जइसे,PRP
खून,NN
सुखा,VM
गयल,VAUX
।,SYM
बाकी,QF
बचऊ,NNP
महराज,NN
पै,PSP
एकर,PRP
तनिको,QF
असर,NN
नाहीं,NEG
देखायल,VM
।,SYM
ऊ,DEM
अगिला,NST
पट्ठा,NN
के,PSP
ओर,NN
ताक,VM
के,PSP
कहलन-,VM
‘का,WQ
रे,RP
सुमेरवा,NNP
!,SYM
जाय,VM
के,PSP
बल्ली,NNP
से,PSP
कह,VM
दीहे,VAUX
कि,CC
हमसे,PRP
मिल,VM
लीहें,VAUX
।,SYM
’,SYM
सुमेर,NNP
टकटकी,RB
लगाय,VM
के,PSP
देखत,VM
रह,VAUX
गयल,VAUX
।,SYM
बचऊ,NNP
महराज,NN
कंधे,NN
से,PSP
खसकल,VM
दुपट्टा,NN
उप्पर,NST
चढ़ावत,VM
घाट,NN
के,PSP
ओर,NN
बढ़,VM
गइलन,VAUX
।,SYM
दरबार,NN
खतम,VM
हो,VAUX
गयल,VAUX
।,SYM
कुछ,QF
लोग,NN
घरे,NN
गइलन,VM
औ,CC
कुछ,QF
लोग,NN
नहाये,VM
बदे,NN
गंगा,NNP
किनारे,NN
।,SYM
चम्पा,NNP
बाई,NN
बल्ली,NNP
बाबू,NN
के,PSP
पट्ठन,NN
के,PSP
घेरा,NN
में,PSP
दालमंडी,NNP
के,PSP
रस्ता,NN
धइलिन,VM
।,SYM
बात,NN
ओह,DEM
समय,NN
के,PSP
हौ,VM
जब,NST
तुरुकन,NN
के,PSP
अमलदारी,NN
के,PSP
धूर,NN
चटाय,VM
के,PSP
फिरंगिन,NN
के,PSP
कोतवाली,NN
चौक,NN
के,PSP
करेजा,NN
पर,PSP
खड़ी,VM
होय,VAUX
के,PSP
भद्दीमल,NNP
के,PSP
हवेली,NN
से,PSP
आँख,NN
लड़ावे,VM
सुरू,VM
कइले,VAUX
रहल,VAUX
।,SYM
बल्ली,NNP
बाबू,NN
के,PSP
घर,NN
एही,DEM
हवेली,NN
के,PSP
पिछवैं,NST
लख्खी,NNP
चौतरा,NN
से,PSP
सटले,VM
रहल,VAUX
।,SYM
कहल,VM
जाला,VAUX
कि,CC
एकर,DEM
नाम,NN
लख्खी,NNP
चौतरा,NN
एह,DEM
बदे,NN
पड़ल,VM
कि,CC
हाथ,NN
भरके,VM
चौतरा,NN
बदे,NN
जब,NST
दुइ,QC
बनारसिन,NN
में,PSP
ठन,VM
गयल,VAUX
त,RP
दूनो,QC
ओर,NN
के,PSP
कुल,QF
मिलाय,VM
के,PSP
एक,QC
लाख,NN
रुपया,NN
लड़े,VM
में,PSP
खरच,VM
हो,VAUX
गयल,VAUX
।,SYM
बल्ली,NNP
बाबू,NN
बनारस,NNP
के,PSP
सराफा,NN
बाजार,NN
क,PSP
राजा,NN
कहल,VM
जाँय,VAUX
।,SYM
का,WQ
मजाल,NN
कि,CC
एक्को,QC
गुल्ली,NN
सोना,NN
चाहे,CC
एक्को,QF
सील,NN
चाँदी,NN
बिना,NN
ओनके,DEM
मरजी,NN
के,PSP
बिकाय,VM
जाय,VAUX
।,SYM
उमिर,NN
त,RP
अबहीं,NST
पचीसिये,QC
में,PSP
रहल,VM
बाकी,QF
सराफा,NN
के,PSP
बूढ़-बूढ़,JJ
दलाल,NN
ओनके,DEM
गुरू,NN
कहैं,VM
औ,PRP
मानै,NN
।,SYM
जब,NST
बल्ली,NNP
बाबू,NN
सराफा,NN
में,PSP
पहुँचै,VM
त,RP
बड़े-बड़े,JJ
सेठ,NN
हाथ,NN
में,PSP
पान,NN
के,PSP
दोना,NN
लेके,VM
खड़ा,VM
हो,VAUX
जाँय,VAUX
।,SYM
बल्ली,NNP
बाबू,NN
खाली,QF
दलालै,NN
ना,NEG
रहें,VM
।,SYM
बल्ली,NNP
बाबू,NN
के,PSP
रहत,VM
सराफा,NN
के,PSP
ओर,NN
केहू,WQ
आँख,NN
नाहीं,NEG
उठाय,VM
सकत,VAUX
रहल,VAUX
।,SYM
सराफा,NN
के,PSP
नइकी,JJ
कोतवाली,NN
पै,PSP
ओतना,DEM
भरोसा,NN
ना,NEG
रहल,VM
जेतना,PRP
बल्ली,NNP
बाबू,NN
पै,PSP
।,SYM
बचऊ,NNP
महराज,NN
पैंतीस,QC
के,PSP
पास,NN
पहुँचल,VM
रहलन,VAUX
।,SYM
बाल-बच्चा,NN
वाले,PSP
रहलन,VM
।,SYM
शरीर,NN
और,CC
रियाज,NN
खानदानी,NN
रहल,VM
।,SYM
बाप,NN
दादा,NN
के,PSP
बखत,NN
से,PSP
जजमानी,NN
होत,VM
आइल,VAUX
रहल,VAUX
।,SYM
जजमानियो,NN
एकठे,QC
रियासते,NN
होले,VM
जेकरे,DEM
रच्छा,NN
बदे,NN
मालिक,NN
के,PSP
गुड,JJ
बने,VM
के,PSP
और,CC
चेलन,NN
के,PSP
एकठे,QC
फउजो,NN
पाले,VM
के,PSP
पड़ेला,VM
।,SYM
बचऊ,NN
महराज,NN
ई,PRP
दूनो,QC
में,PSP
बनारस,NNP
उप्पर,NST
मानल,VM
जात,VAUX
रहलन,VAUX
।,SYM
ओनकर,DEM
हवेली,NN
बालूजी,NN
के,PSP
फरस,NN
पै,PSP
रहल,VM
।,SYM
ऊ,DEM
हवेली,NN
का,PSP
रहल,VM
एकठे,QC
किला,NN
रहल,VM
।,SYM
सदरी,NN
दुआर,NN
एक्कै,QC
बाकी,QF
ओम्मे,DEM
अँगना,NN
इग्यारह,QC
ठे,CL
।,SYM
बचऊ,NNP
महराज,NN
लँगोट,NN
के,PSP
पक्का,NN
रहलन,VM
बाकी,QF
ओह,DEM
समय,NN
के,PSP
रईसन,NN
मतिन,PRP
गाना,NN
सुनै,VM
के,PSP
सउख,NN
ओन्हऊ,PRP
के,PSP
रहल,VM
।,SYM
साल,NN
भर,QF
पहिले,NST
जब,NST
बनारस,NNP
के,PSP
रईसन,NN
के,PSP
महफिल,NN
में,PSP
चम्पा,NNP
बाई,NN
के,PSP
धूम,VM
मचल,VAUX
रहल,VAUX
बचऊ,NN
महराज,NN
कब्बौ-कब्बौ,PRP
चम्पा,NNP
बाई,NN
क,PSP
कोठा,NN
पै,PSP
जाय,VM
के,PSP
गाना,NN
सुन,VM
आवें,VAUX
।,SYM
बाकी,QF
साल,NN
भर,QF
से,PSP
चम्पा,NNP
बाई,NN
मुजरा,NN
त,RP
बन्द,VM
करी,VAUX
देहलिन,VAUX
महफिलो,NN
में,PSP
जाब,NN
छोड़ि,VM
देहलिन,VAUX
चाहे,RP
केहू,WQ
ओनके,PRP
एक,QC
लाख,NN
देवे,VM
बदे,NN
काहें,WQ
न,NEG
तइयार,VM
होय,VAUX
।,SYM
साल,NN
भर,QF
पहिले,NST
चम्पा,NNP
बाई,NN
के,PSP
भेटं,NN
जब,NST
बल्ली,NNP
बाबू,NN
से,PSP
भइल,VM
त,RP
चम्पा,NNP
अपने,DEM
मतारी,NN
के,PSP
कुल,QF
सिखावल-पढ़ावल,VM
भुलाय,VM
के,PSP
बल्ली,NNP
बाबू,NN
पर,PSP
लट्टू,NN
हो,VM
गइलिन,VAUX
।,SYM
बल्ली,NNP
बाबू,NN
उहाँ,PRP
जाये,VM
त,RP
सुरू,VM
कइलन,VAUX
गाना,NN
के,PSP
आनन्द,NN
लेवे,VM
बाकी,QF
धीरे-धीरे,RB
ऊ,PRP
दूसरे,QC
आनन्द,NN
में,PSP
पड़,VM
गइलन,VAUX
।,SYM
ऊहो,DEM
समय,NN
आय,VM
गइल,VAUX
जब,NST
मोजरा,NN
के,PSP
समय,NN
रईस,NN
लोग,NN
दालमंडी,NNP
पहुँचै,VM
त,RP
चम्पा,NNP
बाई,NN
के,PSP
खिरकी,NN
बन्द,VM
पावें,VAUX
।,SYM
ई,DEM
बात,NN
दालमंडी,NNP
के,PSP
घरे-घरे,NN
फइल,VM
गयल,VAUX
कि,CC
अपने,DEM
रईस,NN
के,PSP
कहले,VM
से,PSP
चम्पा,NNP
कोठा,NN
बन्द,VM
कय,VAUX
देहलिन,VAUX
।,SYM
दालमंडी,NNP
में,PSP
बल्ली,NNP
बाबू,NN
चम्पा,NNP
के,PSP
रईस,NN
कहल,VM
जाये,VAUX
लगलन,VAUX
और,CC
चम्पा,NNP
के,PSP
रोब-दाब,NN
ओह,DEM
गली,NN
में,PSP
सबके,QF
छाप,NN
लेहलस,VM
।,SYM
नया-नया,RB
आयल,VM
कोतवाल,NN
फरजंद,NN
अली,NN
के,PSP
भी,RP
तरस,NN
के,PSP
रह,VM
जाये,VAUX
के,PSP
पड़ल,VM
।,SYM
चम्पा,NNP
के,PSP
गाना,NN
सुने,VM
के,PSP
लालसा,NN
ओनके,DEM
मने,NN
में,PSP
झुराय,VM
गयल,VAUX
।,DEM
चम्पा,NNP
नाचब-गायब,VM
कुल,QF
छोड़,VM
त,RP
देहलिन,VM
बाकी,QF
जब,NST
सिंहवाहिनी,NNP
देवी,NNP
के,PSP
सिंगार,NN
के,PSP
समय,NN
नगिचायल,NN
त,RP
ओनके,PRP
अपने,PRP
माई,NN
के,PSP
कहल,VM
इयाद,NN
पड़,VM
गयल,VAUX
।,SYM
ओनकर,DEM
माई,NN
हर,QF
साल,NN
सिंहवाहिनी,NNP
देवी,NNP
के,PSP
सिंगार,NN
के,PSP
दरबार,NN
में,PSP
गावे,NN
बदे,NN
जरूर,NN
जाँय,VM
।,SYM
ऊ,PRP
बतउले,VM
रहलिन,VAUX
कि,CC
चम्पा,NNP
के,PSP
नानियो,NN
उहाँ,PRP
जाये,VM
में,PSP
कउनो,WQ
साल,NN
नागा,NN
नाहीं,NEG
कइले,VM
रहलिन,VAUX
।,SYM
ओनके,PRP
ई,DEM
विसवास,NN
रहे,VM
कि,CC
देवी,NN
जी,RP
के,PSP
किरपा,NN
से,PSP
ओनकर,DEM
बंस,NN
फूलत-फलत,VM
आवत,VM
हौ,VAUX
।,SYM
चम्पौ,NNP
जब,NST
से,PSP
नाचब-गाइब,VM
सुरू,VM
कइलिन,VAUX
देवी,NN
जी,RP
के,PSP
दरबार,NN
में,PSP
जाय,VM
अपने,DEM
हुनर,NN
से,PSP
माई,NN
के,PSP
रिझावे,VM
से,PSP
ना,NEG
चूकें,VM
।,SYM
ऊ,DEM
बल्ली,NNP
बाबू,NN
के,PSP
राजी,VM
कइ,VAUX
लेहलिन,VAUX
कि,CC
भोर,NN
के,PSP
बखत,NN
मन्दिर,NN
में,PSP
जाय,VM
के,PSP
एक,QC
ठे,RP
भैरवी,NN
सुनाय,VM
अइहें,VAUX
।,SYM
ओनके,DEM
संगे,NN
बल्ली,NNP
बाबू,NN
के,PSP
दस,QC
बारह,QC
पट्ठौ,NN
उहाँ,PRP
गइलन,VM
।,SYM
संयोग,NN
क,PSP
बात,NN
कि,CC
ओही,DEM
समय,NN
गंगा-नहाये,NN
जात,VM
के,PSP
जब,NST
बचऊ,NN
महराज,NN
मन्दिर,NN
के,PSP
पास,NN
पहुँचलन,VM
त,RP
चम्पा,NNP
के,PSP
टीप,NN
सुनके,VM
माई,NN
के,PSP
दरबार,NN
में,PSP
पहुँच,VM
गइलन,VAUX
और,CC
अन्यासे,NN
ओनके,DEM
मुँह,NN
से,PSP
ऊ,DEM
बात,NN
निकल,VM
गयल,VAUX
जौन,PRP
दरबारै,NN
के,PSP
खड़बड़ाय,VM
देहलेस,VAUX
।,SYM
बल्ली,NNP
बाबू,NN
अपने,DEM
पट्ठन,NN
से,PSP
जब,NST
ई,DEM
कुल,NN
सुनलन,VM
त,RP
मारे,NN
गुस्सा,NN
के,PSP
ओनकर,DEM
चेहरा,NN
लाल,NN
हो,VM
गयल,VAUX
।,SYM
ऊ,DEM
दप,NN
से,PSP
लाठी,NN
उठौलन,VM
और,CC
दलान,NN
के,PSP
बाहर,NST
होय,VM
गइलन,VAUX
।,SYM
गल्ली,NN
में,PSP
पहुँचते,VM
ओनके,DEM
मन,NN
में,PSP
न,NEG
जाने,NN
का,PSP
आयल,VM
कि,CC
मुड़,VM
के,PSP
लाठी,NN
फेंक,VM
के,PSP
खाली,QF
हाथ,NN
