tokens,pos_tags
परिस्थति,NN
सभक,PRP
पारस्परिकतामे,NN
अबैत,VM
अछि,VAUX
।,SYM
देाषी,JJ
हम,PRP
नहि,NEG
आन,NN
सभ,PRP
छथि,VM
।,SYM
ओकरा,PRP
स्वर्ग,NN
भेटय,VM
र्इ,CC
बात,NN
ओहि,DEM
लहासक,NN
दुआरे,NN
भेल,VM
।,SYM
पछिला,NST
तीन,QC
तारीखकेँ,NN
हम,PRP
अपन,PRP
पत्नी,NN
अन्फीसाक,NNP
संग,CC
चुपचाप,RB
मौजमे,NN
जा,VM
रहल,VAUX
छलहुँ,VAUX
कि,CC
देखैत,VM
छी,VAUX
जे,CC
नदीक,NN
कातमे,NN
बहुत,JJ
रास,NN
लोक,NN
सभ,PRP
ठाढ़,NN
अछि,VM
।,SYM
हम,PRP
पुछलियैक,VM
-,SYM
',SYM
कोन,QF
अधिकारसँ,NN
लोक,NN
सभ,PRP
ओतय,JJ
जुमल,NN
छथि,VM
?,SYM
कियाक,WQ
?,SYM
कानूनमे,NN
कतहुँ,WQ
कहल,VM
अछि,VAUX
जे,CC
लोक,NN
सभ,PRP
जानवर,NN
जकाँ,JJ
झुण्डमे,NN
चलथु,VM
?,SYM
हम,PRP
चिकरलहुँ,VM
-,SYM
',SYM
चलू,VM
हटू,VM
।,SYM
लोक,PRP
सभकेँ,QF
भगाब,VM
लगलहुँ,VAUX
जाहिसँ,DEM
ओ,PRP
सभ,QF
अपन,PRP
अपन,RDP
घर,NN
चलि,VM
जाथि,VAUX
।,SYM
सिपाहीकेँ,NN
हुकुम,VM
देलहुँ,VAUX
जे,CC
लोकसभकेँ,NN
कर्दनिया,NN
द,VM
',SYM
क,VAUX
भगाबथि,VM
।,SYM
-,SYM
क्षमा,VM
करू,VAUX
अहाँ,PRP
ने,NEG
त,RP
दफादार,NN
छी,VM
ने,NEG
मुखिया,NN
-,SYM
लोककेँ,NN
भगायब,VM
अहाँक,PRP
काज,NN
त,RP
नहि,NEG
?,SYM
-इजलासक,NNP
चारू,QC
दिससँ,NST
ओकर,PRP
नहि,NEG
ओकर,PRP
नहि,NEG
',SYM
क,NN
स्वर,NN
सुनाइत,VM
अछि,VAUX
।,SYM
हुजूर,NN
ओकरा,PRP
दुआरे,NN
लोकक,NN
जीयब,NN
मुश्किल,JJ
भेल,VM
अछि,VAUX
।,SYM
पंद्रह,QC
वर्षसँ,NN
ओकरा,PRP
सहि,VM
रहल,VAUX
छी,VAUX
।,SYM
जहिना,NST
ओ,PRP
नौकरीसँ,NN
आयल,VM
भेल,VM
जे,DEM
गामसँ,NN
पड़ा,VM
जार्इ,VAUX
।,SYM
सभकेँ,PRP
अपसियाँत,VM
क•,VAUX
देलक,VAUX
।,SYM
गवाह,NN
मुखिया,NN
बाजल,VM
-,SYM
',SYM
सत्ते,RB
हुजूर,NN
!,SYM
सभ,PRP
ठाम,NST
निहोरा,VM
करैत,VAUX
छी,VAUX
।,SYM
ओकरा,PRP
संगे,CC
जीयब,NN
किन्नहु,PRP
सम्भव,NN
नहि,NEG
।,SYM
चाहे,VM
मूर्ति,NN
ल,VM
',SYM
क,VAUX
चलू,VM
चाहे,VM
बियाह,NN
दान,NN
होउ,VM
या,CC
मानि,VM
लिअ,VAUX
कोनो,WQ
घटना,NN
घटि,VM
गेल,VAUX
होउ,VAUX
ओ,PRP
सभ,PRP
ठाम,NST
चिकरैत,VM
हल्ला,VM
मचबैत,VAUX
अछि,VAUX
आ,CC
व्यवस्था,NN
स्थापित,VM
कर,VAUX
लगैत,VAUX
अछि,VAUX
।,SYM
ओ,PRP
नेना,NN
भुटका,NN
सभक,PRP
कान,NN
मचोरैत,VM
अछि,VAUX
स्त्रीगणक,PRP
पाछु,NST
नोक,VM
झोँक,VM
करैत,VAUX
अछि,VAUX
जे,CC
कोनो,WQ
असौकर्यक,JJ
गप,NN
नहि,NEG
भ,VM
जाय,VAUX
।,SYM
जेना,RB
ओ,PRP
हुनकालोकनिक,PRP
ससुर,NN
रहय,VM
।,SYM
थोड़बे,QF
दिन,NN
पहिने,NST
ओ,PRP
घरे,NN
घरे,RDP
जा,VM
हुकुम,VM
द,VAUX
रहल,VAUX
छलैक,VAUX
जे,CC
कियो,WQ
गीत,NN
नहि,NEG
गाबथि,VM
आ,CC
आगि,NN
नहि,NEG
जराबथि,VM
।,SYM
कहैत,VM
रहय,VAUX
जे,CC
गीत,NN
गयबाक,VM
कोनो,WQ
कानून,NN
नहि,NEG
अछि,VM
।,SYM
न्यायाधीश,NN
बजलाह,VM
-,SYM
',SYM
थम्हू,PRP
अहाँकेँ,PRP
अपन,PRP
गवाही,NN
देबाक,VM
अवसर,NN
भेटत,VM
।,SYM
आ,CC
आब,NST
प्रिषिव्येयेव,NN
बजताह,VM
।,SYM
आगाँ,PRP
कहल,VM
प्रिषिव्येयेव,NN
!,SYM
-,SYM
',SYM
जे,DEM
हुकुम,NN
!,SYM
बाझल,VM
गरासँ,NN
उपनिरीक्षक,NN
बजैत,VM
अछि,VAUX
-,SYM
',SYM
सरकार,NN
अहाँ,PRP
कहैत,VM
छी,VAUX
जे,CC
लोक,NN
सभकेँ,QF
भगायब,VM
हमर,PRP
काज,NN
नहि,NEG
-,SYM
ठीक,RB
अछि,VM
आ,CC
जँ,DEM
अव्यवस्था,NN
रहय,VM
त,NST
?,SYM
की,WQ
जनताकेँ,NN
मनमानी,NN
करबाक,VM
छूट,VM
देल,VAUX
जा,VM
सकैत,VAUX
अछि,VAUX
?,SYM
कानूनमे,NN
लोक,NN
सभक,QF
स्वतंत्रताक,NN
गप,NN
कत,QF
लिखल,VM
अछि,VAUX
?,SYM
हम,PRP
त,RP
छूट,RB
नहि,NEG
द,VM
सकैत,VAUX
छी,VAUX
।,SYM
जँ,PRP
हुनकालोकनिकेँ,PRP
हम,PRP
नहि,NEG
हटायब,VM
',SYM
त,CC
के,WQ
हटायत,VM
?,SYM
ठीक,JJ
ठीक,RDP
कायदा,NN
कानून,NN
कियो,WQ
नहि,NEG
जनैत,VM
अछि,VAUX
।,SYM
अहाँ,PRP
कहि,VM
सकैत,VAUX
छी,VAUX
जे,CC
समस्त,JJ
गाममे,NN
एसगरे,PRP
हमरे,PRP
टा,RP
बुझल,VM
अछि,VAUX
जे,CC
मामूली,JJ
लोक,NN
सभसँ,QF
कोना,WQ
पार,VM
पयबाक,VAUX
चाही,VAUX
आ,CC
सरकार,NN
हम,PRP
सब,QF
बुझैत,VM
छी,VAUX
।,SYM
हम,PRP
गँवार,NN
नहि,NEG
उप,NN
निरीक्षक,NN
फौजमे,NN
कप्तान,NN
आर्मुसक,NNP
पदपर,VM
रही,VM
।,SYM
वर्षावा,NNP
(,SYM
पोलैण्डक,NNP
राजधानी,NN
),SYM
मे,PSP
सेहो,PRP
फौजमे,NN
चाकरी,NN
क,VM
रहल,VAUX
छी,VAUX
आ,CC
तकर,PRP
बाद,NST
बूझि,VM
लिअ,VAUX
निष्कलंक,NN
बहरा,NNP
अग्निशमन,NNP
सेवामे,NN
अयलहुँ,VM
आ,CC
फेर,RB
रूग्ण,VM
भ,VAUX
जयबाक,VAUX
कारणेँ,NN
अग्निशमन,NNP
सेवा,NN
छोड़ि,VM
देलहुँ,VAUX
आ,CC
दू,QC
वर्ष,NST
धरि,NST
बालकक,NN
मध्य,NST
विधालयमे,NN
दरबानियो,NN
कएलहुँ,VM
।,SYM
हम,PRP
नियम,NN
कानून,NST
सभ,QF
जनैत,VM
छी,VAUX
।,SYM
किसान,NN
मामूली,JJ
लोक,NN
होइत,VM
अछि,VAUX
।,SYM
ओ,PRP
किछु,QF
बुझैत,VM
नहि,NEG
अछि,VAUX
आ,CC
ओकरा,PRP
हमर,PRP
बात,NN
मानबाक,VM
चाही,VAUX
।,SYM
कियाक,WQ
त,RP
र्इ,CC
ओकरे,PRP
हितमे,NN
अछि,VM
।,SYM
उदाहरणक,NN
लेल,VM
अही,DEM
बातकेँ,NN
लिअ,CC
हम,PRP
लोक,NN
सभकेँ,QF
भगा,VM
रहल,VAUX
छलहुँ,VAUX
आ,CC
नदी,NN
कात,NN
बालुपर,NN
पानिमे,NN
डूबल,VM
व्यक्तिक,NN
लहास,NN
पड़ल,VM
छलैक,VAUX
।,SYM
हम,PRP
पुछलियैक,VM
जे,CC
ओ,PRP
कोन,WQ
आधारपर,NN
ओतय,NST
पड़ल,VM
अछि,VAUX
?,SYM
हम,PRP
दफादारकेँ,NN
कहलियैक,VM
जे,CC
तोँ,PRP
हाकिम,NN
सभकेँ,QF
समाद,VM
कियाक,VAUX
नहि,NEG
द,VM
रहल,VAUX
छही,VAUX
पानिमे,NN
डूबल,VM
लोक,NN
साइत,CC
अपने,PRP
डूबल,VM
रहैक,VAUX
वा,CC
भ,VM
सकैत,VAUX
अछि,VAUX
जे,CC
र्इ,CC
कोनो,WQ
आपराधिक,NN
काण्ड,NN
होइक,VM
।,SYM
भ,VM
सकैत,VAUX
अछि,VAUX
जे,CC
र्इ,CC
हत्याक,NN
मामिला,NN
होइक,VM
मुदा,CC
दफादार,NN
झीगिनकेँ,NN
जेना,RB
कोनो,WQ
मतलबे,NN
नहि,NEG
रहय,VM
ओ,PRP
खाली,JJ
सिगरेट,NN
पीने,VM
जा,VM
रहल,VAUX
छल,VAUX
।,SYM
ओ,PRP
बजैत,VM
अछि,VAUX
-,SYM
र्इ,CC
के,PSP
हुकुम,NN
देनिहार,VM
अछि,VAUX
?,SYM
कहैत,VM
अछि,VAUX
-,SYM
',SYM
कतयसँ,WQ
अहाँक,PRP
ओहिठाम,NST
एहन,NST
लोक,NN
आबि,VM
गेल,VAUX
?,SYM
एहन,NST
बजैत,VM
अछि,VAUX
जेना,RB
ओकरा,PRP
बिना,PSP
हम,PRP
सभ,QF
अपन,PRP
काज,NN
बुझिते,VM
नहि,NEG
छी,VAUX
?,SYM
हम,PRP
बजैत,VM
छी,VAUX
-,SYM
',SYM
बुड़िबक,NN
नहितन,NEG
जँ,CC
अहाँ,PRP
ध्यान,NN
देने,VM
बिना,PSP
एहि,DEM
ठाम,NST
ठाढ़,RB
छी,VM
त,CC
अहाँ,PRP
नहि,NEG
बुझैत,VM
छी,VAUX
।,SYM
ओ,PRP
कहैत,VM
अछि,VAUX
-,SYM
',SYM
हम,PRP
कहल,VM
थानामे,NN
समाद,VM
द,VM
आयल,VAUX
छी,VAUX
।,SYM
हम,PRP
पुछलिएक,VM
-,SYM
',SYM
थानामे,NN
कियाक,WQ
?,SYM
कानूनक,NN
कोन,WQ
धाराक,NN
हिसाबे,NN
?,SYM
डूबि,VM
क,VAUX
मरब,VM
फाँसी,NN
लगायब,VM
वा,CC
एहने,DEM
सन,NN
आन,NN
आन,RDP
मामलामे,NN
दरोगा,NN
की,WQ
किछु,PRP
क,VM
सकैत,VAUX
अछि,VAUX
?,SYM
',SYM
हम,PRP
कहलियैक,VM
-,SYM
र्इ,CC
फौजदारी,NN
मामला,NN
थिक,VM
बिना,RB
विलम्ब,VM
कयने,VAUX
गुप्तचर,NN
विभाग,NN
आ,CC
न्यायाधीश,NN
महोदयकेँ,NN
बयान,NN
पठयवाक,VM
चाही,VAUX
मुदा,CC
र्इ,CC
दफादार,NN
सुनैत,VM
आ,CC
हँसैत,VM
रहल,VAUX
आ,CC
किसानो,NN
सभ,QF
हँसैत,VM
रहय,VAUX
सरकार,NN
।,SYM
सप्पत,VM
खा,VAUX
क,VAUX
देखा,VM
सकैत,VAUX
छी,VAUX
।,SYM
र्इ,CC
हँसैत,VM
रहय,VAUX
आ,CC
इहो,DEM
आ,CC
झीगिनो,NNP
हँसैत,VM
रहय,VAUX
।,SYM
की,WQ
बजैत,VM
छी,VAUX
दाँत,NN
चिआरैत,VM
छी,VAUX
?,SYM
किन्तु,CC
दफादार,NN
बजैत,VM
अछि,VAUX
।,SYM
न्यायाधीश,NN
महोदयकेँ,NN
र्इ,CC
सभ,PRP
मामला,NN
सुनबाक,VM
अख्तियार,RB
नहि,NEG
छन्हि,VAUX
।,SYM
एही,DEM
गपसँ,NN
हमरा,PRP
त,RP
सौँसे,JJ
देह,NN
फु,VM
क,VAUX
लागल,VAUX
।,SYM
दफादार,NN
अहाँ,PRP
र्इ,CC
गप,NN
बजने,VM
रही,VAUX
?,SYM
उपनिरीक्षक,NN
दफादार,NN
झीगिनसँ,NNP
पुछैत,VM
अछि,VAUX
।,SYM
-,SYM
बजने,VM
रही,VAUX
।,SYM
-,SYM
सभ,PRP
गोटे,RP
सुनलनि,VM
कोना,DEM
साधारण,JJ
लोक,NN
सभक,QF
बीचमे,NST
अहाँ,PRP
र्इ,CC
गप,NN
बजलियैक,VM
-,SYM
',SYM
एहन,DEM
मामला,NN
सभ,QF
न्यायाधीश,NN
महोदयकेँ,NN
सुनबाक,VM
नहि,NEG
छनि,VM
।,SYM
सभ,PRP
सुनैत,VM
रहय,VAUX
जे,CC
अहाँ,PRP
कोना,PRP
र्इ,CC
गप,NN
.,SYM
.,SYM
।,SYM
सरकार,NN
हमरा,PRP
त,RP
आगि,NN
लागि,VM
गेल,VAUX
,,
बड्ड,JJ
तामस,NN
भ,VM
गेल,VAUX
।,SYM
हम,PRP
कहलियैक,VM
फेर,RB
बाजू,VM
त,CC
फेर,RB
कहू,VM
त,CC
जे,DEM
उनटा,JJ
पुनटा,JJ
गप,NN
अहाँ,PRP
बजलियैक,VM
!,SYM
टा,RP
फेर,RB
वएह,DEM
सभ,PRP
गप,NN
.,DEM
.,SYM
।,SYM
हम,PRP
ओकरापर,PRP
टूटि,VM
पड़लहुँ,VAUX
।,SYM
हम,PRP
कहलहुँ,VM
-,SYM
',SYM
अहाँ,PRP
न्यायाधीश,NN
महोदयक,NN
खिलाफ,PSP
एहन,DEM
गप,NN
कोना,WQ
बाजि,VM
सकैत,VAUX
छी,VAUX
?,SYM
अहाँ,PRP
पुलिस,NN
दफादार,NN
छी,VM
आ,CC
शासनेक,NN
विरूद्ध,VM
?,SYM
एँ,WQ
?,SYM
आ,CC
अहाँ,PRP
जानैत,VM
छी,VAUX
हम,PRP
कहलियैक,VM
जे,CC
जँ,DEM
न्यायाधीश,NN
महोदयकेँ,NN
मोन,VM
हेतनि,VAUX
त,CC
एहन,PRP
संदिग्ध,JJ
व्यवहार,NN
लेल,CC
पुलिस,NN
मुख्यालयमे,NN
सिकाइतो,VM
क,VAUX
सकैत,VAUX
छथि,VAUX
!,SYM
आ,CC
अहाँ,PRP
बुझैत,VM
छी,VAUX
जे,CC
एहन,PRP
राजनैतिक,NN
गप,NN
लेल,CC
न्यायाधीश,NN
महोदय,NN
अहाँकेँ,PRP
कतय,WQ
धरि,NST
खेहारि,VM
सकैत,VAUX
छथि,VAUX
?,SYM
किन्तु,CC
मुखिया,NN
बजैत,VM
अछि,VAUX
-,SYM
',SYM
न्यायाधीश,NN
महोदय,NST
अपन,PRP
हदसँ,NN
बाहर,NST
किछु,PRP
नहि,NEG
क,VM
सकैत,VAUX
छथि,VAUX
।,SYM
ओ,PRP
खाली,INTF
छोट,JJ
छोट,RDP
मामिलाक,NN
सुनवार्इ,VM
क,VAUX
सकैत,VAUX
छथि,VAUX
।,SYM
एहने,DEM
ओ,PRP
बजलनि,VM
।,SYM
सभ,PRP
कियो,QF
सुनलक,VM
हम,PRP
बजलियैक,VM
अहाँ,PRP
सत्ता,NN
नष्ट,VM
करबाक,VAUX
दुस्साहस,RB
कोना,WQ
क,VM
रहल,VAUX
छी,VAUX
?,SYM
हम,PRP
कहलियैक,VM
हमरासँ,PRP
मसखरी,VM
नहि,NEG
करू,VAUX
आ,CC
नहि,NEG
त,RP
बड्ड,INTF
खराब,JJ
होयत,VM
।,SYM
जखन,NST
हम,PRP
पोलैण्डक,NNP
राजधानी,NN
वर्षावामे,NNP
लड़िका,NN
सभक,QF
मध्य,NST
विधालयमे,NN
दरबान,NN
छलहुँ,VM
त,CC
जखनहि,NST
कोनो,WQ
बेजाय,JJ
गप,NN
सुनतहुँ,VM
कि,WQ
तुरन्त,RB
सड़क,NN
दिस,PSP
तकितहुँ,VM
जे,CC
कोनो,WQ
सिपाही,NN
त,RP
नहि,NEG
देखाइत,VM
अछि,VAUX
।,SYM
कहितहुँ,VM
-,SYM
',SYM
सिपाही,NN
जी,RP
एहि,DEM
ठाम,NST
आऊ,VM
त,CC
कनि,VM
आ,CC
ओकरा,PRP
सभकेँ,QF
किछु,PRP
कहि,VM
दितहुँ,VAUX
मुदा,CC
एतय,DEM
गाममे,NN
ककरा,WQ
कहब,VM
?,SYM
.,SYM
.,SYM
।,SYM
हमरा,PRP
बड्ड,QF
तामस,NN
भेल,VM
।,SYM
बड्ड,QF
क्षोभ,NN
भेल,VM
जे,CC
आजुक,NST
लोक,NN
सभ,QF
स्वच्छन्दता,RB
आ,CC
अवज्ञामे,RB
डूबि,VM
गेल,VAUX
अछि,VAUX
।,SYM
हम,PRP
तनि,QF
सन,RP
हाथ,NN
भँजलहुँ,VM
आ,CC
.,SYM
.,SYM
।,SYM
निसन्देह,NN
एहन,PRP
नहि,NEG
जे,CC
बहुत,QF
जोरसँ,NN
नहि,NEG
आस्ते,RB
आस्ते,RDP
जाहिसँ,PRP
लोक,NN
सभ,QF
सरकारक,NN
खिलाफ,PSP
बजबाक,VM
धृष्टता,VM
नहि,NEG
करय,VAUX
.,SYM
.,SYM
।,SYM
मुखिया,NN
दिससँ,PSP
दफादार,NN
दखल,VM
देलक,VAUX
।,SYM
हम,PRP
दफादारोकेँ,NN
आब,NST
बस,RB
शुरू,VM
भ,VAUX
गेल,VAUX
.,SYM
.,SYM
।,SYM
थोड़ेक,QF
तावमे,RB
आबि,VM
गेल,VAUX
रही,VAUX
सरकार,NN
मुदा,CC
डेगौंने,VM
बिनु,PSP
कोनो,WQ
उपाय,VM
नहि,NEG
रहय,VAUX
।,SYM
जँ,DEM
जाहिललोकनिकेँ,NN
डेंगाउ,VM
नहि,NEG
त,CC
अपनहि,PRP
मोन,NN
कोनादन,VM
करैत,VAUX
अछि,VAUX
।,SYM
खास,RB
क,PSP
जँ,DEM
कोनो,WQ
कारण,NN
सँ,PSP
.,SYM
.,SYM
.,SYM
जँ,DEM
अफरा,RB
तफरी,RB
.,SYM
.,SYM
।,SYM
-,SYM
माफ,VM
करू,VAUX
।,SYM
अफरा,RB
तफरीपर,RB
ध्यान,VM
राखक,VAUX
लेल,CC
लोक,NN
सभ,QF
छथि,VM
।,SYM
एहि,DEM
लेल,CC
दफादार,NN
दरोगा,NN
सिपाही,NN
सभ,QF
छथि,VM
-,SYM
दफादारकेँ,NN
सभ,PRP
किछु,QF
देखबाक,VM
नहि,NEG
अछि,VM
आ,CC
फेर,RB
जे,CC
हम,PRP
बुझैत,VM
छी,VAUX
ओ,PRP
दफादार,NN
नहि,NEG
बुझैत,VM
अछि,VAUX
.,SYM
.,SYM
।,SYM
-,SYM
मुदा,CC
र्इ,CC
बुझि,VM
लिय,VAUX
जे,CC
र्इ,CC
अहाँक,PRP
काज,NN
नहि,NEG
थिक,VM
.,SYM
.,SYM
।,SYM
की,WQ
?,SYM
हमर,PRP
कोना,WQ
नहि,NEG
अछि,VM
?,SYM
गजब,JJ
बात,NN
अछि,VM
.,SYM
.,SYM
।,SYM
लोक,PRP
सभ,QF
अभद्रता,RB
करथि,VM
आ,CC
हमर,PRP
काज,NN
नहि,NEG
!,SYM
हम,PRP
की,WQ
हुनकालोकनिक,PRP
बड़ार्इ,VM
करू,VAUX
?,SYM
ओ,PRP
सभ,QF
अहाँसँ,PRP
शिकायत,VM
करैत,VAUX
छथि,VAUX
जे,CC
हम,NNP
हुनकालोकनिकेँ,PRP
गीत,NN
गाब,VM
नहि,NEG
दैत,VAUX
छी,VAUX
।,SYM
एहि,DEM
गीत,NN
सभमे,QF
भला,JJ
की,WQ
राखल,VM
अछि,VAUX
?,SYM
कोनो,WQ
काज,NN
करबाक,VM
बदला,PSP
ओ,PRP
सभ,QF
गीत,NN
.,SYM
.,SYM
।,SYM
आ,CC
साँझमे,NST
आगि,NN
लग,PSP
बैसक,VM
फैशन,NN
सेहो,PRP
बना,VM
नेने,VAUX
छथि,VAUX
।,SYM
जल्दी,RB
सुतक,VM
चाही,VAUX
मुदा,CC
हुनकालोकनिकेँ,PRP
हँसी,VM
ठट्ठा,VM
चाही,VAUX
।,SYM
हमरा,PRP
लग,PSP
लिखल,VM
अछि,VAUX
।,SYM
-,SYM
की,WQ
लिखल,VM
अछि,VAUX
?,SYM
-,SYM
के,WQ
के,RDP
आगि,NN
लग,PSP
बैसैत,VM
अछि,VAUX
।,SYM
प्रिषिव्येयेव,NNP
जेबीसँ,NN
एकटा,QC
मैल,VM
पुरजी,NN
निकालैत,VM
अछि,VAUX
चश्मा,NN
लगबैत,VM
अछि,VAUX
आ,CC
बाँचैत,VM
अछि,VAUX
-,SYM
',SYM
घूर,NN
लग,PSP
बैसनिहार,NN
:,SYM
इवान,NNP
प्रोखेरोल,NNP
सव्वा,NNP
मिकीफोरोव,NNP
प्योत्र,NNP
प्येत्रोव,NNP
सिपाहीक,NN
कनियाँ,NN
पूस्त्रोवा,NNP
विधवा,NNP
स्येम्योन,NNP
किस्लोवक,NNP
संगहि,PSP
अवैध,JJ
दुराचारमे,NN
लिप्त,VM
अछि,VAUX
।,SYM
इग्नात,NNP
सिवछोंक,NNP
जादू,NN
टोना,NN
करैत,VM
अछि,VAUX
।,SYM
ओकर,PRP
कनियाँ,NN
मात्र,JJ
डायन,NN
अछि,VM
आ,CC
रातिमे,NST
अनकर,PRP
गाय,NN
सभकेँ,QF
दूह,NN
बहराएत,VM
अछि,VAUX
।,DEM
﻿मउंपस,NNP
.,SYM
चंदांरचतपलंदेीन,UNK
/,SYM
हउंपसण्बवउण्,UNK
ठरु,UNK
साहित्यक,NN
इतिहास,NN
मे,PSP
गद्य,NN
साहित्यक,NN
आगमन,VM
आधुुनिक,NST
काल,NN
मे,PSP
भेल,VM
अछि,VAUX
आ,CC
गद्य,NN
साहित्यक,NN
एक,QC
प्रधान,JJ
अंग,NN
अछि,VM
”कला,NN
साहित्य“,NN
।,SYM
साहित्यक,NN
समस्त,PRP
विधा,NN
मे,PSP
कथा,NN
विधा,NN
सर्वसाधारणक,JJ
हेतु,CC
अत्यन्त,INTF
सुगम,JJ
ओ,PRP
बोधगम्य,VM
थीक,VAUX
।,SYM
आ,CC
ताहू,PSP
मध्य,NST
लघुकथा,NN
अपन,PRP
लघु,JJ
काया,NN
सहज,JJ
सरल,JJ
कथ्य,NN
तथ्य,NN
एवं,CC
प्र,CC
भावी,NST
ढंगे,PSP
अंतरात्माकेँ,NN
झिकझोरबाक,VM
क्षमताक,NN
कारणेँ,NN
आर,CC
बेसी,QF
लोकप्रिय,NN
अछि,VM
।,SYM
ई,DEM
अति,INTF
अल्प,JJ
समय,NN
मे,PSP
अपन,PRP
स्थान,NN
सुरक्षित,JJ
क’,VM
लेलक,VAUX
अछि,VAUX
।,SYM
ओना,PRP
गद्य,NN
साहित्यक,NN
अन्तर्गत,CC
मुख्यतः,JJ
उपन्यास,NN
आ,CC
कथा,NN
अबैत,VM
अछि,VAUX
जे,CC
आधुनिक,NST
युग,NN
मे,PSP
पाश्चात्य,NST
साहित्य,JJ
संस्कृति,NN
सँ,PSP
प्रभावित,VM
भ’,VAUX
उपजल,VM
आ,CC
पल्लवित,RB
पुष्पित,RB
भेल,VM
अछि,VAUX
।,SYM
लघुकथा,JJ
कथा,NN
सँ,PSP
उपजल,VM
अछि,VAUX
।,SYM
लघुकथा,NN
मिथिला,NNP
मे,PSP
बहुत,QF
पहिनहु,NST
प्रचलित,VM
छल,VAUX
जेना,RB
उपदेश,NN
बोधक,NN
छोट,JJ
छोट,RDP
तथा,CC
हितोपदेश,NN
जकाँ,RB
।,SYM
मुदा,CC
एखुनका,NST
लघुकथा,NN
कथा,NN
स’,PSP
निकलिकए,VM
अपन,PRP
फराक,JJ
पहचान,NN
आ,CC
अस्तित्व,NN
बना,VM
लेलक,VAUX
अछि,VAUX
।,SYM
लघु$कथा,NN
अर्थात्,CC
लघुकथा,NN
।,SYM
एहि,PRP
स’,PSP
ई’,DEM
बुझ,VM
डंहमदजं,UNK
ल्मससवू,UNK
ण्ण्,UNK
.,SYM
.,SYM
ऋऋ,UNK,
	ाली,UNK
कवितामे,NN
द्रष्टव्य,VM
होइत,VAUX
अछि,VAUX
।,SYM
य,UNK,
	ैनइीमंक,UNK
,QC
छवतउंस,UNK
छव्व्त्प्छ,UNK
क्प्ैच्स्,UNK
।,SYM
ल्,UNK
क्प्ैच्स्,UNK
।,SYM
ल्,UNK
समसामयिक,JJ
परिवेश,NN
मैथिली,NNP
पत्रकारिता,NN
,QC
।,SYM
.,NNP
-,SYM
,QC
/,SYM
श्लोक,NN
,QC
.,QC
मैथिली,NNP
आलोचना,NN
साहित्यक,NN
विकास,NN
किछु,QF
विलम्बसँ,NST
भेल,VM
।,SYM
पत्र,NN
पत्रिकाक,NN
प्रकाशन,NN
सँ,PSP
ई,DEM
प्रारम्भ,VM
भेल,VAUX
।,SYM
आलोचनाक,NN
दोसर,QO
नाम,NN
समालोचन,NN
वा,CC
समीक्षा,NN
सेहो,RP
अछि,VM
।,SYM
एहि,PRP
द्वारा,PSP
कोनो,WQ
रचनाक,NN
गुण,NN
दोषक,NN
अध्ययन,VM
कएल,VAUX
जाइत,VAUX
अछि,VAUX
।,SYM
समालोचना,NN
शब्दक,NN
व्युत्पति,NN
सम$,QF
आ$,CC
लोचना,NN
सँ,PSP
होइत,VM
अछि,VAUX
।,SYM
‘सम’,PRP
उपसर्गक,NN
अर्थ,NN
भेल,VM
समयक,NN
रूपँे,NN
‘आ’क,UNK
‘आ’क,UNK
अर्थ,NN
भेल,VM
चारू,QO
कात,NN
सँ,PSP
आ,CC
‘लोचन’क,NN
म्,NNP,
	ंडकाव्यक,UNK
महत्व,NN
स्वतः,PRP
बढ़ि,VM
जाइत,VAUX
अछि,VAUX
।,SYM
खंडकाव्यकार,NN
केँ,PSP
शास्त्रीय,NN
नियमक,NN
परिपालनक,NN
आवश्यकता,JJ
महाकाव्यकारक,NN
सदृश,VM
नहिँ,NEG
रहैत,VAUX
छनि,VAUX
।,SYM
फलतः,PRP
खंडकाव्यक,NN
रचनामे,NN
खंड,NN
काव्यकार,NN
सहजताक,RB
अनुभव,VM
करैत,VAUX
छथि,VAUX
।,SYM
खंडकाव्य,NN
लघुकाय,NN
होइत,VM
अछि,VAUX
तेँ,CC
पाठक,NN
सेहो,RP
थोड़वहिँ,QF
समय,NN
मे,PSP
खंडकाव्यक,NN
अध्ययन,VM
कए,VAUX
आनन्दानुभूतिक,RB
अनुभव,VM
कए,VAUX
लैत,VAUX
छथि,VAUX
।,SYM
मैथिलीमे,NNP
रामायण,NNP
महाभारत,NNP
पुराण,NNP
आदि,RB
स्त्रोत,NN
पर,PSP
आधारितक,VM
संगहि,PSP
संग,RDP
ऐतिहासिक,NN
एवं,CC
समसामयिक,NN
खंडकाव्यक,NN
रचना,NN
सेहो,RP
भेल,VM
अछि,VAUX
।,SYM
संगहि,PSP
संग,RDP
डाॅ,NN
केदार,NNP
नाथ,NNP
‘लाभ’क,NN
”अशोक,NNP
पुत्र“,NN
सदृश,VM
महत्वपूर्ण,NN
अनूदित,VM
खंडकाव्य,NN
सेहो,RP
उपलब्ध,VM
अछि,VAUX
जब्,NST
अर्थ,NN
देखब,VM
होइत,VAUX
अछि,VAUX
।,SYM
तहिना,NST
समीक्षा,NN
शब्दक,NN
प्रयोग,VM
एकर,DEM
पर्यायवाचीक,NN
रूप,NN
मे,PSP
होइत,VM
अछि,VAUX
।,SYM
सम$,PRP
इक्षणक,NN
शाब्दिक,NN
अर्थ,NN
होइत,VM
अछि,VAUX
नीक,JJ
जकाँ,RB
देखब,VM
