tokens,pos_tags
जाइत,VAUX
हे,VAUX
वइसे-वइसे,RB
हजार,QC
गो,RP
नखड़ा,NN
पसरल,VM
जाइत,VAUX
हे,VAUX
।,SYM
पहिले,NST
खाली,JJ
तिलक,NN
कपड़ा,NN
बर्तन,NN
दे,VM
देल,VAUX
जा,VAUX
हल,VAUX
आउ,CC
झमेला,NN
खतम,VM
।,SYM
अब,NST
तो,RP
अर्त्तन-बर्त्तन,NN
तिलक-पेहानी,NN
टीवी-पंखा,NN
फ्रीज,NN
घड़ी,NN
सोफा,NN
सेट,NN
सुट-बुट,NN
मोटर,NN
साइकिल,NN
आम,JJ
बात,NN
हो,VM
गेल,VAUX
हे,VAUX
।,SYM
तीलसँकरात,NN
=,SYM
मकर,NN
संक्रांति,NN
के,PSP
अवसर,NN
पर,PSP
मनाया,VM
जानेवाला,VAUX
पर्व,NN
राजगीर,NNP
में,PSP
तीलसँकरात,NN
के,PSP
मेला,NN
हे,VAUX
।,SYM
सतधरवा,NN
बर्हमकुंड,NN
में,PSP
नहा,VM
के,PSP
मामू-ममानी,NN
आउ,CC
मौसी,NN
चेंगना-मेंगना,NNP
के,PSP
साथ,RB
आके,VM
बजंतरी,NN
के,PSP
पत्ता,NN
पर,PSP
ततले-ततले,JJ
मकर,NN
के,PSP
खिचड़ी,NN
के,PSP
भाप,NN
से,PSP
हाथ-मुँह,NN
जला,VM
रहला,VAUX
ह,VAUX
कि,CC
हड़हड़-धड़धड़,RB
होवे,VM
लगल,VAUX
।,SYM
तुरते,RB
=,SYM
तुरतम्मे,RB
;,SYM
तुरन्त,RB
ही,RP
प्रिंसिपल,NN
साहेब,NN
तो,RP
तुरते,RB
चल,VM
गेलन,VAUX
बाकि,CC
विजय,NNP
जी,RP
ढेरे,QF
देरी,NN
तक
बइठल,VM
रहलन,VAUX
हल,VAUX
।,SYM
तेसरकी,QO
=,SYM
तीसरी,QO
हम,PRP
जदि,CC
नाच,NN
सुरू,RB
करम,VM
तब,NST
घर,NN
में,PSP
लमहर,JJ
कांड,NN
होवे,VM
लगत,VAUX
आ,CC
कोहराम,NN
मच,VM
जायत,VAUX
।,SYM
हमर
देह
के
भभूत
तेसरकी
आँख,NN
में,PSP
घुस,VM
जायत,VAUX
आउ,CC
आग,NN
के,PSP
बरखा,NN
होवे,VM
लगत,VAUX
।,SYM
हमर,PRP
तेसरकी,QO
आँख,NN
में,PSP
आग,NN
सुरुज,NNP
आ,CC
चनरमा,NNP
के,PSP
तेज,JJ
भरल,VM
हे,VAUX
।,SYM
तोरी,NN
=,SYM
राई,NN
छोटे,JJ
पीले,JJ
अथवा,CC
लाल,JJ
दानों,NN
का,PSP
एक,QC
प्रसिद्ध,NN
तेलहन,NN
चंद्रकांती,NNP
के,PSP
का,WQ
पता,NN
माय-बाप,NN
के,PSP
एतना,QF
सासत,NN
भोगे,VM
पड़ित,VAUX
हे,VAUX
।,SYM
देह,NN
में,PSP
हरदी,NN
के,PSP
उबटन,NN
तो,RP
लगल,VM
बाकि,CC
दिल-दिमाग,NN
भी,RP
पियरा,JJ
गेल,VM
।,SYM
तोरी,NN
फुला
रहल,VM
हे,VAUX
सबके
आँख,NN
में,PSP
।,SYM
थुम्ही,NN
बेचारा,NN
बेटिहा,NN
के,PSP
नीन,NN
उपह,VM
गेल,VAUX
हे,VAUX
।,SYM
खेवा-खरची,NN
चलावे,VM
ला,PSP
परिवार,NN
के,PSP
जे,PRP
थुम्ही,NN
हल,VM
ओहो,PRP
भरभरा,RB
के,PSP
धरती,NN
धयले,VM
हे,VAUX
।,SYM
दस,QC
कट्ठा,NN
नफीस,NN
जमीन,NN
देखते-देखते,VM
रजिस्ट्री,NN
ऑफिस,NN
में,PSP
गोल,NN
हो,VM
गेल,VAUX
।,SYM
थूरना,VM
मार,NN
फैट,VM
के,PSP
थूर,VM
देबउ,VAUX
।,SYM
थेथरपनी,NN
बढ़मा,NNP
जी,RP
बिसुन,NNP
के,PSP
बड़का,JJ
मानथ,VM
बिसुन,NNP
जी,RP
तोरा,PRP
।,SYM
थेथरपनी,NN
तो,RP
तोहनी,PRP
तिरदेवा,NN
से,PSP
नहिये,VM
गेल,VAUX
।,SYM
थेथरोलौजी,NN
मजा,NN
के,PSP
बात,NN
ई,DEM
हइ,VM
कि,CC
जब
उनका,PRP
प्रमाण,NN
के,PSP
बारे,NN
में,PSP
कुरेदल,VM
जाहे,VAUX
त,CC
उनकर,PRP
उत्तर,NN
होवऽ,VM
हे,VAUX
कि,CC
पता,VM
नञ्,NEG
हो,VAUX
कि,CC
मगही,NNP
के,PSP
सारा,QF
प्रमाण,NN
आउ,CC
ओकर,PRP
साहित्य,NN
नालंदा,NNP
विश्वविद्यालय,NN
के,PSP
अगलग्गी,RB
में,PSP
जर,VM
के,PSP
खाक,NN
हो,VM
गेलइ,VAUX
हे,VAUX
।,SYM
ई,DEM
थेथरोलौजी,NN
हे,VM
जे,PRP
मगही,NNP
से,PSP
जुड़ल,JJ
लोग,NN
तक
तो,RP
चल,VM
सकऽ,VAUX
हे,VAUX
बकि,CC
अन्य
भाषा,NN
के,PSP
विद्वान,NN
के,PSP
सामने,NST
नञ्,NEG
।,SYM
दइया,NN
=,SYM
बड़ी,JJ
बहन,NN
;,SYM
पिता,NN
की,PSP
बड़ी,JJ
बहन,NN
अम्मोढेकार,NN
काने,NN
लगलइ,JJ
दइया,NN
हमरो,PRP
जी,RP
हमड़े,PRP
लगलइ,VM
एकदम
से
।
दउरा-दारी,NN
मइया,NN
साड़ी,NN
ब्लाउज,NN
पेटीकोट,NN
के,PSP
कपड़ा,NN
,PSP
रीबन,NN
,PSP
ऐनक,NN
कंघी,NN
चूड़ी,NN
साबुनदानी,NN
साबुन,NN
अनेक,QF
प्रकार,NN
के,PSP
दउरा-दारी,NN
में,PSP
सजावेवाला,NN
सामान,NN
इकट्ठा,VM
करे,VAUX
लगल,VAUX
हल,VAUX
।,SYM
दखिनौते,NST
बाबा,NN
काशी,NNP
आउ,CC
प्रयागराज,NNP
के,PSP
तीरथ,NN
करे,VM
दूसर-तीसर,QO
बरस,NN
जरूर,NN
जा,VM
हका,VAUX
।,SYM
कहथुन,VM
-,SYM
हमन्हीं,PRP
मगहियन,NN
के,PSP
हुआँ,VM
बुड़बक,JJ
समझऽ,VM
हइ,VAUX
हो,VAUX
।,SYM
अजोध्या,NNP
जी,RP
में,PSP
महन,NNP
जी,RP
कहथुन,VM
-,SYM
मगह,NNP
के,PSP
लोग,NN
बुड़बकवा,NN
सुक्कुर,NN
के,PSP
कहे,VM
भुरुकवा,NN
।,SYM
मगह,NNP
के,PSP
तीरथ,NN
भी,RP
फाजिल,NN
में,PSP
हे,VM
सामान्य,JJ
स्वाभाविक,NN
उन्मेष,NN
में,PSP
न,NEG
बुझा,VM
हे,VAUX
-,SYM
मलमास,NN
मेला,NN
अधिकमास,NN
में,PSP
गया,NNP
-,SYM
मरे,VM
के,PSP
बाद,NST
में,PSP
।,SYM
एने,NNP
के,PSP
गंगा,NNP
मइया,NN
के,PSP
साड़ी,NN
के,PSP
कोर,NN
जे,PRP
दखिनौते,NST
हइ,VM
ओहू,NST
अपवित्र,NN
हइ,VM
।,SYM
जे,PRP
कह,VM
रे,INJ
भाय,NN
!,SYM
चलती,VM
के,PSP
नाम,NN
गाड़ी,NN
।,SYM
दप,NN
लोग,NN
ओकरा,PRP
देखइत,VM
रह,VAUX
गेलन,VAUX
हल,VAUX
।,SYM
केतना,QF
सुंदर,JJ
लगित,VM
हल,VAUX
।,SYM
ऊ,PRP
मानो,VM
कोई
अप्सरा,NN
इंद्रासन,NN
से,PRP
उतर,VM
आयल,VAUX
हल,VAUX
।,SYM
दप
से,PSP
काननप्रिया,NNP
के,PSP
आँख,NN
में,PSP
ओकर,PRP
रूप,NN
जगमगा,VM
गेल,VAUX
हल,VAUX
।,SYM
दमखम,NN
सिरिस्टी,NN
के,PSP
परलय,NN
होवे,VM
घड़ी,NN
हम,PRP
अपन,PRP
दमखम,NN
से,PSP
ई,DEM
नाच,NN
करऽ,VM
ही,VAUX
।,SYM
हमर,PRP
नाच,NN
से,PSP
दुनियाँ,NN
के,PSP
कोना-कोना,NST
काँपे,VM
लगऽ,VAUX
हे,VAUX
।,SYM
दरदराना,NN
मिनट,NN
के,PSP
अंदर,NST
इ,DEM
हल्ला,VM
इ,DEM
तहलका,NN
कि,CC
कौन,WQ
खिचड़ी,NN
खाय,VM
कौन,WQ
लुग्गा,NN
समेटे,VM
कौन,WQ
मोटरी,NN
सँभारे,VM
।,SYM
गिरते-पड़ते,VM
भागल-भागल,VM
सभे,QF
जने,NN
धुनी,NN
बर,NN
दने,NST
आके,VM
ठहरला,VAUX
।,SYM
इ,DEM
तो,RP
खैर,NN
समझहु,VM
कि,CC
पहड़वा,NN
के,PSP
पथलवा,NN
थोड़े-बहुत,QF
दरदरा,RB
के,PSP
रह,VM
गेलइ,VAUX
न,NEG
तो,RP
जइसन
ठीक,JJ
पहड़वे,NN
तले,NST
भीड़,NN
हलइ,VM
-,SYM
लोगन,NN
तो,RP
भरते,NN
हो,VM
जइता,VAUX
हल,VAUX
।,SYM
दर्रा,NN
=,SYM
घट्ठा,NN
मकई,NN
का,PSP
भात,NN
भदवे,NN
में,PSP
मड़ुआ,NN
के,PSP
रोटी,NN
आउ,CC
मट्ठा,NN
चले,VM
लगल,VAUX
।,SYM
जिनोरा,NN
के,PSP
दर्रा,NN
भी,RP
चले,VM
।,SYM
दाल-भात,NN
दूध-भात,NN
कभी,NST
घटे,VM
न,NEG
किसान,NN
घर,NN
।,SYM
दसकोसी-पँचकोसी,NN
चरचा,NN
फैलते-फैलते,VM
दसकोसी-पँचकोसी,NST
में,PSP
फैल,VM
गेल,VAUX
हल,VAUX
।,SYM
लोग,NN
सुने,VM
ला,PSP
देखे,VM
ला,PSP
काननप्रिया,NNP
के,PSP
ससुर,NN
के,PSP
दरवाजा,NN
तक,NST
आवे,VM
लगलन,VAUX
हल,VAUX
।,SYM
दहँजना,VM
=,SYM
सताना,VM
कष्ट,NN
देना,VM
आ,INJ
दीनानाथ,NNP
!,SYM
जइसे
ई,DEM
राँड़-मोसमात,NN
के,PSP
दहँज,NN
रहलो,VM
हे,VAUX
छउँड़ी,NN
ओइसहीं
एकरा,PRP
धुएँ,NN
के,PSP
राँड़,NN
कर,VM
दिहऽ,VAUX
।,SYM
दहदही,NN
बाबूजी,NN
के,PSP
हलकानी,NN
देखके,VM
माय-बहिन,NN
के,PSP
दहदही,RB
महसूस,NN
के,PSP
ऊ,DEM
अब,NST
ले,PSP
कोई
निर्णय,NN
तक,PSP
न,NEG
पहुँच,VM
सकल,VAUX
एकरा,PRP
ला,PSP
अपना,PRP
के,PSP
कोस,NN
रहल,VM
हे,VAUX
आँसू,NN
के,PSP
घूँट,NN
पी,VM
रहल,VAUX
हे,VAUX
बाकि,CC
ई,DEM
जिनगी,NN
के,PSP
लाश,NN
कब,NST
ले,PSP
ढोयत,VM
।,SYM
दहाना,VM
ठेहुने,NN
भर,QF
पानी,NN
में,PSP
दहा,VM
देलकइ,VAUX
।,SYM
दाल-भात-भरता,NN
मलमास,NN
महीना,NN
आ,VM
गेल,VAUX
।,SYM
नानी,NN
कहथुन,VM
-,SYM
जानऽ,VM
हीं,VAUX
बउआ,NN
!,SYM
इ,DEM
साल,NN
चाउर,NN
से,PSP
कोठला,NN
भर,VM
जइतउ,VAUX
।,SYM
काहे,WQ
कि,CC
इ,DEM
साल,NN
मेला,NN
लगतउ,VM
।,SYM
पहुनमन,NN
के,PSP
खिलावे,VM
ला,PSP
इन्दर,NNP
भगवान,NN
जरूरे,NN
बरखा,NN
करइथुन,VM
।,SYM
हम्मर,PRP
गाम,NN
हउ,VM
सीमाना,NN
पर,PSP
सभे,QF
जातरी,NN
एहीं,NST
से,PSP
तो,RP
गुजरऽ,VM
हउ,VAUX
।,SYM
केकरा,PRP
रोकमहीं,VM
केकरा,PRP
टोकमहीं,VM
दाल-भात-भरता,NN
तो,RP
देहीं,VM
पड़तउ,VAUX
।,SYM
दिसा,NN
~,SYM
फिरना,VM
=,SYM
झाड़ा,NN
फिरना,VM
लालाजी,NNP
के,PSP
प्रातकाली,NN
सुनहुँ,VM
।,SYM
अभी,NST
भुरुकवा,NN
उगवे,VM
कइलइ,VAUX
कि,CC
लालाजी,NNP
पीतर,NN
के,PSP
लोटा,NN
लेके,VM
खंधा,NN
से,PSP
हो,VM
अइला,VAUX
।,SYM
ई,DEM
कर्म,NN
के,PSP
हिंया,NST
झाड़ा,NN
फिरना,VM
दिसा,NN
फिरना,VM
कहल,VM
जाहे,VAUX
।,SYM
कोई-कोई
कहथुन,VM
',SYM
मैदान,NN
गेलियो,VM
हल,VAUX
।,SYM
',SYM
औरत,NN
कहऽ,VM
हे,VAUX
एकरा,PRP
',SYM
बाहर,NST
जाना,VM
।,SYM
',SYM
हिंया,NST
बुतरू,NN
सब,QF
हग्गऽ,VM
हे,VAUX
।,SYM
दुखछल,NN
एही
बीच,NST
में,PSP
सोनामति,NNP
फुआ,NN
लकुटी,NN
टेकइत,VM
आ,VAUX
गेल,VAUX
आउ,CC
रामटहल,NNP
से,PSP
एगो,QC
बीड़ी,NN
माँग,VM
लेलक,VAUX
-,SYM
',SYM
का,WQ
दुखछल,NN
सुनाऊँ,VM
बबुआ,NN
!,SYM
दुगो,QC
बीड़ी,NN
ताखा,NN
पर,PSP
धइल,VM
हलवऽ,VAUX
छोटका,JJ
पोतवा,NN
चोरा,VM
के,PSP
फूँक,VM
देलकवऽ,VAUX
।,SYM
',SYM
दुसाध-बेलदार,NN
गाम-घर,NN
में,PSP
केतना
जात-पात,NN
छूआ-छूत,NN
हे,VM
।,SYM
चमरा,NN
असराफ,NNP
के,PSP
कुइँया,NN
पर,DEM
न,NEG
चढ़े,VM
।,SYM
सरोतरी,NN
सकलदीपी,NN
के,PSP
बनल,VM
न,NEG
खाय,VM
।,SYM
बभनन,NN
के,PSP
इ,DEM
ठस्सा,NN
कि,CC
कुरमी,NN
के,PSP
कहे,VM
सतुआ,NN
जात,NN
आउ,CC
कोयरी,NN
के,PSP
कहे,VM
सगहा,NN
जात,NN
।,SYM
ओने,NST
कोयरी-कुरमी,NN
के,PSP
गाम,NN
में,PSP
डोम-चमार,NN
माल-मुसहर,NN
दुसाध-बेलदार,NN
के,PSP
तो,RP
बाते,NN
छोड़,VM
द,VAUX
बाबाजी,NN
भी,RP
बेचारन,NN
सहमल,VM
रहथन,VAUX
-,SYM
न,NEG
जाने,VM
कब,NST
भाला-गड़ाँसा,NN
निकाल,VM
देत,VAUX
।,SYM
दूध-लावा,NN
',SYM
कहिया,NST
पहरोपा,NN
होबत,VM
कहिया,NST
नकपाँचे,NN
होबत,VM
',SYM
इ,DEM
चिंता,NN
हे,VM
छोटकू,NNP
जिज्ञासु,NN
के,PSP
।,SYM
काहे,WQ
कि,CC
पहरोपा,NN
दिन,NST
फुलौड़ी-भात,NN
नकपाँचे,NN
दिन,NST
दूध-लावा,NN
याद,NN
आ,VM
जाहे,VAUX
।,SYM
दूसर-तीसर,QO
इ,DEM
जमीदारी,NN
जुग,NN
हे,VM
।,SYM
अंगरेज,NN
बहादुर,NN
के,PSP
राज,NN
हे,VM
।,SYM
इ,DEM
मगह,NNP
के,PSP
भुच्चड़,JJ
प्रदेश,NN
हे,VM
।,SYM
बाबा,NN
काशी,NNP
आउ,CC
प्रयागराज,NNP
के,PSP
तीरथ,NN
करे,VM
दूसर-तीसर,QO
बरस,NN
जरूर,NN
जा,VM
हका,VAUX
।,SYM
कहथुन,VM
-,SYM
हमन्हीं,PRP
मगहियन,NN
के,PSP
हुआँ,NST
बुड़बक,JJ
समझऽ,VM
हइ,VAUX
हो,VAUX
।,SYM
अजोध्या,NNP
जी,RP
में,PSP
महन,NNP
जी,RP
कहथुन,VM
-,SYM
मगह,NN
के,PSP
लोग,NN
बुड़बकवा,NN
सुक्कुर,NN
के,PSP
कहे,VM
भुरुकवा,NN
।,SYM
देखनगर,NN
पारबती,NNP
-,SYM
तोर,PRP
सब,QF
यार-दोस,NN
के,PSP
अंग,NN
भी,RP
देखनगर,NN
हे,VM
।,SYM
तोरा,PRP
तीन,QC
गो,RP
आँख,NN
तोर,PRP
यार,NN
कुबेर,NNP
के,PSP
तीन,QC
गो,RP
पैर,NN
आ,CC
एगो,QC
आँख,NN
।
तोरा,PRP
पाँच,QC
गो,RP
मुँह,NN
कुबेर,NNP
के,PSP
आठ,QC
गो,RP
दाँत,NN
।,SYM
देखा-हिंसकी,NN
देखा-हिसकी,NN
पारबती,NNP
-,SYM
।,SYM
अपन,DEM
सवारी,NN
ला,PSP
बैल,NN
चुने,VM
घड़ी,NN
तोर,PRP
बुद्धि,NN
कहाँ,NST
भुला,VM
गेल,VAUX
हल,VAUX
?,SYM
महादे,NN
-,SYM
आ,VM
हमरे,DEM
देखा-हिंसकी,NN
तूँ,PRP
भी,RP
काहे,WQ
जनावरे,NN
दने,NST
ताकलऽ,VM
?,SYM
ऊ,DEM
भी,RP
भयंकर,JJ
आदमखोर,NN
बाघ,NN
के,PSP
पटा,VM
लेलऽ,VAUX
!,SYM
पारबती,NNP
-,SYM
।,SYM
देखा-हिसकी,NN
तो,RP
बेटा,NN
लोग,NN
भी,RP
कइलन,VM
।,SYM
दुन्नो,QC
में,PSP
एक,QC
जनावर,NN
आ,CC
दुसरका,QO
चिरईं,NN
चुन,VM
लेलथुन,VAUX
-,SYM
एक,QC
जने,NST
चूहा,NN
दोसर,NST
मोर,NN
।,SYM
देवपूजी,NN
',SYM
तोर,PRP
तो,RP
भोंपा,NN
खुलऽ,VM
हे,VAUX
तो,RP
बंद,VM
होवे,VAUX
के,PSP
नामे,NN
न,NEG
लेवे,VM
।,SYM
ल,RP
हम,PRP
जाइत,VM
ही,VAUX
बाप-बेटा,NN
मिलके,VM
नौ-छौ,QC
कर,VM
ल,VAUX
!,SYM
',SYM
अतना,QF
कहके,VM
महेसरी,NNP
देवपूजी,NN
के,PSP
सरजाम,NN
में,PSP
जुट,VM
गेल,VAUX
।,SYM
दोमचना,NN
चढ़के,VM
दोमच,NN
देलकइ,VM
।,SYM
दोहारी,JJ
दे॰,RP
दुहारी,JJ
गुफा,NN
के,PSP
दोहारी,NN
पर,PSP
ब्राह्मी,JJ
लिपि,NN
में,PSP
पाँच,QC
लाइन,NN
में,PSP
एगो,QC
शिलालेख,NN
हे,VM
जे,PRP
सम्राट,NNP
अशोक,NNP
के,PSP
समय,NST
के,PSP
हे,VM
।,SYM
धक-विचार,NN
माय-बाप,NN
के,PSP
पगड़ी,NN
डुबा,VM
रहले,VAUX
हऽ,VAUX
छउँड़ी,NN
तनिको,QF
धक-विचार,NN
नञ्,NEG
लगइ,VM
।,SYM
धड़धड़ी,NN
~,SYM
के,PSP
बज्जड़,NN
जन्नी-मरद,NN
तो,RP
जादे,QF
बाहरे,NST
हला,VM
मुदा,NN
फलिस्ता,NN
आउ,CC
बूढ़ा-बूढ़ी,NN
काल,NN
के,PSP
गाल,NN
में,PSP
समा,NN
गेला,VM
।,SYM
चिड़ारी,NN
पर,PSP
मुरदा,NN
ला,PSP
जगह,NST
घट,VM
गेल,VM
।,SYM
अइसन
मातम,NN
हल,VM
कि,CC
लोग,NN
कहथन,VM
एही
हे,VM
भगवान,NN
महेश्वर,NNP
के,PSP
कोप,NN
धड़धड़ी,NN
के,PSP
बज्जड़,NN
।,SYM
धाँगना,VM
=,SYM
रौंदना,VM
कुचलना,VM
कूद-कूद,RB
के,PSP
धाँग,VM
देलकइ,VAUX
।,SYM
धात-धात,NN
कतनो,QF
धात-धात,NN
करते,VM
रहबो,VAUX
त,CC
हाँक,NN
सुनऽ,VM
हइ,VAUX
थोड़े,QF
?,SYM
धिया-पूता,NN
मातृकुल,NN
के,PSP
महिमा,NN
अपरंपार,JJ
हे,VM
।,SYM
सभे,QF
कुछ
तो
महरानी,NN
मइया,NN
के,PSP
किरपा,NN
से,PSP
ही,VM
हे,VAUX
।,SYM
ऊ,DEM
सातो,QC
मइया,NN
के,PSP
अराधना,NN
बिना,NEG
घर,NN
दुआर,NN
धिया-पूता,NN
कुछो
न,NEG
फले,VM
।,SYM
अइसन
कौनो,WQ
गाम,NN
नञ्,NEG
जहाँ,NST
महरानी,NN
मइया,NN
के,PSP
सातो,QC
पिंडी,NN
स्थापित,VM
न,NEG
रहे,VM
।,SYM
धुंधुर,JJ
=,SYM
धुँधला,JJ
धूमिल,JJ
रोहित,NN
के,PSP
आँख,NN
से,PSP
लोर,NN
चू,VM
रहल,VAUX
हल,VAUX
।,SYM
पनिआएल,JJ
आँखे,NN
ओकरा,PRP
अप्पन,PRP
पापा,NN
के,PSP
धुंधुर,JJ
चेहरा,NN
लौक,VM
रहल,VAUX
हल,VAUX
जे,PRP
गते-गते,RB
अलोप,NN
हो,VM
गेल,VAUX
।,SYM
धुआँ-धुंकड़,NN
तपस्यारत,JJ
गौतम,NNP
सिद्धार्थ,NNP
निरन्न,NN
मरणासन्न,NN
हो,VM
गेला,VAUX
तइयो,CC
अंतर्मन,NN
में,PSP
रसासक्ति,NN
बनले,VM
रह,VAUX
गेल,VAUX
।,SYM
बरफ,NN
में,PSP
गलऽ,VM
पंचाग्नि,NN
में,PSP
तपऽ,VM
काम,NN
के,PSP
जरावऽ,VM
धुआँ-धुंकड़,NN
रस,NN
तो,RP
जायवला,JJ
हे,VM
न,RP
।,SYM
धुत्त,NN
भाँग,NN
खाके,VM
निसा,NN
में,PSP
धुत्त,NN
हलथुन,VM
।,SYM
धूँक,NN
~,SYM
मारना,VM
',SYM
आ,VM
मार,VAUX
बढ़नी,NN
रे,INJ
!,SYM
भिछनी,NN
मेहरारुओ,NN
ओही,DEM
लगन,NN
के,PSP
।,SYM
माथ,NN
पर,PSP
भर,QF
चुरुआ,NN
तेल,NN
थोप,VM
देत,VAUX
आ,CC
सुतले-सुतले,VM
दाल-रोटी,NN
काँड़ी,NN
से,PSP
पिया,VM
देत,VAUX
।,SYM
',SYM
सोनामति,NNP
फुआ,NN
बीड़ी,NN
लेलन,VM
आ,CC
धूँक,NN
मारइत,VM
टुघरइत,VAUX
चल,VAUX
देलन,VAUX
अपन,PRP
पलानी,NN
में,PSP
।,SYM
धोवल,VM
=,SYM
धुला,VM
हुआ,VAUX
दूध,NN
के,PSP
~,SYM
=,SYM
दोष,NN
रहित,JJ
बिना,NEG
ऐब,NN
का,PSP
पवित्र,JJ
पारबती,NNP
-,SYM
मुँह,NN
ऐंठ,RB
के,PSP
रहे,VM
द,VAUX
रहे,VM
द,VAUX
!,SYM
सब,QF
देओता,NN
के,PSP
भितरिया,NST
रहस,NN
हम,PRP
नीक,JJ
तरी,NN
जानऽ,VM
ही,VAUX
।,SYM
देवलोक,NN
में,PSP
केउ,PRP
दूध,NN
के,PSP
धोवल,VM
न,NEG
हे,VM
।,SYM
धौंस,NN
हम्मर,PRP
बाबा,NN
ओइसे
तो,RP
श्रीराम,NNP
जी,RP
के,PSP
भक्त,NN
हला,VM
।,SYM
अजोध्या,NNP
धाम,NN
के,PSP
शरण,NN
में,PSP
तल्लीन,NN
रहऽ,VM
हला,VAUX
नाम,NN
हल,VM
प्रीतम,NNP
शरण,NNP
बाकि,CC
चित्त,NN
में,PSP
जमींदारवाला,NN
धौंस,NN
शायदे,RB
विलीन,NN
रहऽ,VM
हले,VAUX
।,SYM
धौल,NN
ऊ,DEM
इतरा,NN
के,PSP
कहऽ,VM
हल,VAUX
तू,PRP
का,WQ
न,NEG
हहीं,VM
!,SYM
तोरा,PRP
ला,PSP
सिकरी,NN
आउ,CC
पायल,NN
बनइत,VM
हउ,VAUX
राते,NST
बाबूजी,NN
कहित,VM
हलथु,VAUX
।,SYM
हम,PRP
का,WQ
न,NEG
सुनलिअउ,VM
हल,VAUX
।,SYM
मइया,NN
हँसके,VM
लजाइत,VAUX
एक,QC
धौल,NN
जमावऽ,VM
हल,VAUX
कन्ने,NST
गे,INJ
!,SYM
कन-ओरनी,NN
।,SYM
कान,NN
ओरले,VM
हलें,VAUX
।,SYM
तूँ,PRP
पहिने,VM
देमे,VAUX
।,SYM
हथिया,VM
लेमे,VAUX
।,SYM
नकपाँचे,NN
=,SYM
नागपंचमी,NN
',SYM
कहिया,NST
पहरोपा,NN
होबत,VM
कहिया,NST
नकपाँचे,NN
होबत,VM
',SYM
इ,DEM
चिंता,NN
हे,VM
छोटकू,JJ
जिज्ञासु,NN
के,PSP
।,SYM
काहे,WQ
कि,CC
पहरोपा,NN
दिन,NST
फुलौड़ी-भात,NN
नकपाँचे,NN
दिन,NST
दूध-लावा,NN
याद,NN
आ,VM
जाहे,VAUX
।,SYM
नफीस,JJ
=,SYM
बढ़िया,JJ
सुन्दर,JJ
दस,QC
कट्ठा,NN
~,SYM
जमीन,NN
बेचारा,NN
बेटिहा,NN
के,PSP
नीन,NN
उपह,VM
गेल,VAUX
हे,VAUX
।,SYM
खेवा-खरची,NN
चलावे,VM
ला,PSP
परिवार,NN
के,PSP
जे,PRP
थुम्ही,NN
हल,VM
ओहो
भरभरा
के,PSP
धरती,NN
धयले,VM
हे,VAUX
।,SYM
दस,QC
कट्ठा,NN
नफीस,JJ
जमीन,NN
देखते-देखते,VM
रजिस्ट्री,NN
ऑफिस,NN
में,PSP
गोल,NN
हो,VM
गेल,VAUX
।,SYM
नमहँसी,NN
=,SYM
नमहँस्सी,NN
कपूतवन,NN
के,PSP
संख्या,NN
जादे,QF
हे,VM
त,CC
उ,DEM
बरियारी,RB
करतो,VM
आउ,CC
सपूतवन,NN
के,PSP
कहतो,VM
-,SYM
लंठ,NN
कुलबोरन,NN
अल्हड़-बिगड़ल,JJ
।,SYM
बिगड़ल,JJ
टैम,NN
में,PSP
तो,RP
जलमवे,VM
कइलूँ,VAUX
हल,VAUX
त,CC
बिगड़ल,VM
बने,VAUX
में,PSP
नमहँसी,NN
कौची,NN
?,SYM
नरियर,NN
गोर-गोर,JJ
बाभनी,NN
हथुन,VM
त,CC
नरियर,NN
भी,RP
रखले,VM
हथुन,VAUX
।,SYM
तंबाकू,NN
पीये,VM
के,PSP
प्रचलन,VM
हे,VAUX
।,SYM
तंबाकू,NN
पीये,VM
से,PSP
पेटपीरी,NN
ठीक,JJ
हो,VM
जाहे,VAUX
।,SYM
रियाह,NN
के,PSP
दरद,NN
ला,PSP
ठीक,JJ
हे,VM
।,SYM
तंबाकू,NN
पीले,VM
जा,VAUX
लाल,JJ
मिरचाइ,NN
खइले,VM
जा,VAUX
खाय,VM
में,PSP
जराको,QF
परहेज,NN
करे,VM
के,PSP
जरूरत,NN
नञ्,INJ
।,SYM
नवही-जुआन,NN
आज,NST
गाँव,NN
के,PSP
बूढ़-पुरनिया,NN
से,PSP
लेके,VM
नवही-जुआन,NN
तक,NST
पर,PSP
पड़ल,VM
हे,VAUX
।,SYM
सब,QF
एक,QC
दुसरा,QC
के,PSP
ललकरे,VM
में,PSP
अपना,PRP
के,PSP
बुद्धिमान,NN
समझित,VM
हे,VAUX
।,SYM
नादी,NN
कुर्कीहार,NN
में,PSP
हमर,PRP
एगो,QC
बहीन,NN
बियाहल,VM
हइ,VAUX
।,SYM
एक,QC
बेरी,NST
जब
हम,PRP
हुआँ,NST
गेल,VM
हलिअइ,VAUX
त,CC
बगल,NST
के,PSP
एक,QC
अदमी,NN
चाय,NN
पर,PSP
बोलइलथिन,VM
।,SYM
जब,NST
हम,PRP
उनखर,PRP
दरवाजा,NN
पर,PSP
गेलिअइ,VM
त,CC
देखलिअइ,VM
कि,CC
उनखर,PRP
बथानी,NN
में,PSP
जानवर,NN
के,PSP
खाय,VM
ले,PSP
नादी,NN
रखल,VM
हलइ,VAUX
।,SYM
ओकर,PRP
चारो,QC
